id,industry,is_local,visibility_score,visibility_tier,model_count,chatgpt_mentioned,perplexity_mentioned,gemini_mentioned,claude_mentioned,google_aio_mentioned,recommendation_count,blocks_ai_crawlers,robots_score,has_schema_markup,schema_is_ssr,schema_score,citability_score,has_faq_content,has_comparison_content,sitemap_exists,total_indexed_pages,blog_post_count,google_review_count,google_review_rating,has_llms_txt,has_llms_full_txt
BIZ_0214,digital_marketing,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,63,true,false,true,613,42,,,,
BIZ_0215,digital_marketing,false,35,moderate,1,false,false,false,true,false,1,false,100,true,true,100,69,true,false,true,1702,697,,,,
BIZ_0216,digital_marketing,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,55,false,false,true,843,238,,,,
BIZ_0217,digital_marketing,false,36,moderate,1,true,false,false,false,false,2,false,100,true,true,100,71,true,false,true,594,354,,,,
BIZ_0218,digital_marketing,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,64,true,true,true,591,232,,,,
BIZ_0219,digital_marketing,false,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,,,,true,7,0,,,,
BIZ_0220,digital_marketing,false,25,moderate,1,false,true,false,false,false,2,false,100,true,true,100,50,false,false,true,7992,72,,,,
BIZ_0221,digital_marketing,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,55,false,false,true,983,0,,,,
BIZ_0222,digital_marketing,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,61,false,true,true,739,2,,,,
BIZ_0223,digital_marketing,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,56,false,true,true,1150,0,,,,
BIZ_0224,digital_marketing,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,69,true,false,true,677,0,,,,
BIZ_0225,digital_marketing,false,31,moderate,1,false,false,false,true,false,1,false,100,true,true,100,46,false,false,true,5800,0,,,,
BIZ_0226,digital_marketing,false,37,moderate,1,false,false,false,true,false,2,false,100,true,true,100,58,false,false,true,2892,2499,,,,
BIZ_0227,digital_marketing,false,76,high,5,true,true,true,true,true,60,true,55,true,false,10,68,false,false,true,1592,1459,,,,
BIZ_0228,digital_marketing,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,78,true,true,true,467,0,,,,
BIZ_0229,digital_marketing,false,21,moderate,2,false,false,true,true,false,1,false,100,false,false,0,6,false,false,false,0,0,,,,
BIZ_0230,digital_marketing,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,56,false,true,true,4634,2913,,,,
BIZ_0231,digital_marketing,false,0,invisible,0,false,false,false,false,false,0,true,45,true,true,100,67,true,false,true,897,13,,,,
BIZ_0232,digital_marketing,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,63,false,false,true,538,192,70,4.8,,
BIZ_0233,digital_marketing,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,55,false,true,true,214,1,,,,
BIZ_0234,digital_marketing,false,47,moderate,2,false,true,false,false,true,14,false,100,true,true,100,68,false,true,false,0,0,,,,
BIZ_0235,digital_marketing,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,60,false,false,true,558,4,,,,
BIZ_0236,digital_marketing,false,35,moderate,1,false,false,false,false,true,1,false,100,true,true,100,67,true,true,false,0,0,,,,
BIZ_0237,digital_marketing,false,31,moderate,1,false,true,false,false,false,1,false,100,true,true,100,52,false,false,true,455,65,,,,
BIZ_0238,digital_marketing,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,63,false,false,true,45,0,40,4.7,,
BIZ_0239,digital_marketing,false,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,54,false,false,false,0,0,,,,
BIZ_0240,digital_marketing,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,58,false,false,true,349,0,,,,
BIZ_0241,digital_marketing,false,66,high,5,true,true,true,true,true,40,false,100,true,true,100,56,false,false,true,2170,2,,,,
BIZ_0242,digital_marketing,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,65,true,false,true,563,3,,,,
BIZ_0243,digital_marketing,false,39,moderate,1,false,false,false,false,true,1,false,100,false,false,0,56,false,false,true,253,2,,,,
BIZ_0244,digital_marketing,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,56,false,false,true,108,73,,,,
BIZ_0245,digital_marketing,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,,,,true,227,4,,,,
BIZ_0246,digital_marketing,false,57,high,4,true,false,true,true,true,30,true,70,true,true,100,71,true,true,true,1464,0,,,,
BIZ_0247,digital_marketing,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,51,false,true,true,1793,1516,,,,
BIZ_0248,digital_marketing,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,67,false,false,true,960,915,,,,
BIZ_0249,digital_marketing,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,59,false,false,true,343,0,,,,
BIZ_0250,digital_marketing,false,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,54,false,false,true,108,39,,,,
BIZ_0251,digital_marketing,false,0,invisible,0,false,false,false,false,false,0,true,95,true,true,100,75,true,true,true,1157,34,,,,
BIZ_0252,digital_marketing,false,39,moderate,1,false,true,false,false,false,8,false,100,true,true,100,61,false,false,true,1898,1728,,,,
BIZ_0253,digital_marketing,false,45,moderate,4,false,true,true,true,true,14,false,100,false,false,0,32,false,false,true,1484,0,,,,
BIZ_0254,digital_marketing,false,0,invisible,0,false,false,false,false,false,0,true,0,true,true,100,57,false,false,true,694,157,,,,
BIZ_0255,digital_marketing,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,47,false,false,true,1804,1800,,,,
BIZ_0256,digital_marketing,false,44,moderate,2,false,true,false,false,true,12,false,100,true,true,100,56,false,false,true,5775,5406,,,,
BIZ_0257,digital_marketing,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,58,false,false,true,1037,754,,,,
BIZ_0258,digital_marketing,false,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,53,false,false,false,0,0,300,4.8,,
BIZ_0259,digital_marketing,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,59,false,false,true,576,354,,,,
BIZ_0260,digital_marketing,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,45,false,false,true,516,464,,,,
BIZ_0261,digital_marketing,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,52,false,false,true,439,173,,,,
BIZ_0262,digital_marketing,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,66,false,false,true,204,1,,,,
BIZ_0263,digital_marketing,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,59,false,true,false,0,0,,,,
BIZ_0264,digital_marketing,false,33,moderate,2,false,true,true,false,false,4,false,100,true,true,100,65,true,false,true,386,195,,,,
BIZ_0265,digital_marketing,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,38,false,false,true,102,0,,,,
BIZ_0266,digital_marketing,false,35,moderate,1,false,false,true,false,false,1,false,100,true,true,100,55,false,false,true,1903,1397,,,,
BIZ_0267,digital_marketing,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,63,false,false,true,250,1,,,,
BIZ_0268,digital_marketing,false,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,54,true,true,true,492,376,,,,
BIZ_0269,digital_marketing,false,40,moderate,1,false,false,false,true,false,3,false,100,false,false,0,59,false,true,true,72,0,,,,
BIZ_0270,digital_marketing,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,62,false,false,true,746,419,,,,
BIZ_0271,digital_marketing,false,49,moderate,3,true,false,true,true,false,20,false,100,true,true,100,62,true,true,true,5000,907,,,,
BIZ_0272,digital_marketing,false,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,,,,false,0,0,,,,
BIZ_0273,digital_marketing,false,54,high,4,true,true,true,false,true,23,false,100,true,false,10,55,false,false,false,0,0,,,,
BIZ_0274,digital_marketing,false,39,moderate,2,false,false,false,true,true,4,false,100,true,true,100,57,true,false,false,0,0,,,,
BIZ_0275,digital_marketing,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,37,false,true,true,214,147,,,,
BIZ_0276,digital_marketing,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,8,false,false,true,2,0,,,,
BIZ_0277,digital_marketing,false,43,moderate,3,false,true,true,true,false,5,false,100,false,false,0,50,false,false,true,1406,737,250,4.6,,
BIZ_0278,digital_marketing,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,43,false,true,true,452,269,,,,
BIZ_0279,digital_marketing,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,40,false,false,false,0,0,,,,
BIZ_0280,digital_marketing,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,46,false,true,true,103,11,,,,
BIZ_0281,digital_marketing,false,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,,,,false,0,0,,,,
BIZ_0282,digital_marketing,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,58,false,true,false,0,0,,,,
BIZ_0283,digital_marketing,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,46,false,false,true,662,43,,,,
BIZ_0284,digital_marketing,false,37,moderate,1,false,false,false,false,true,2,false,100,true,true,100,38,false,false,true,336,298,,,,
BIZ_0285,digital_marketing,false,39,moderate,1,true,false,false,false,false,2,false,100,true,true,100,64,false,true,true,5081,5081,,,,
BIZ_0286,digital_marketing,false,71,high,5,true,true,true,true,true,52,false,100,true,true,100,64,false,true,true,5081,5081,,,,
BIZ_0287,digital_marketing,false,70,high,5,true,true,true,true,true,49,false,100,true,true,100,64,false,true,true,5081,5081,,,,
BIZ_0288,digital_marketing,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,62,true,false,true,179,2,,,,
BIZ_0289,digital_marketing,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,55,false,true,true,17,1,,,,
BIZ_0290,digital_marketing,false,41,moderate,2,true,false,false,true,false,7,false,100,true,true,100,67,false,false,true,10248,10047,,,,
BIZ_0291,digital_marketing,false,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,57,false,false,true,74,1,,,,
BIZ_0292,digital_marketing,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,63,false,false,true,690,619,,,,
BIZ_0293,digital_marketing,false,41,moderate,3,false,true,false,true,true,3,false,100,true,true,100,68,true,true,true,476,342,,,,
BIZ_0294,digital_marketing,false,39,moderate,2,false,false,false,true,true,4,false,100,true,true,100,46,false,false,true,390,251,,,,
BIZ_0295,digital_marketing,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,65,true,true,true,794,588,,,,
BIZ_0296,digital_marketing,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,29,false,false,true,112,2,,,,
BIZ_0297,digital_marketing,false,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,59,false,false,false,0,0,,,,
BIZ_0298,digital_marketing,false,81,dominant,5,true,true,true,true,true,66,false,100,false,false,0,1,false,false,false,0,0,1000,4.9,,
BIZ_0299,digital_marketing,false,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,1,false,false,false,0,0,,,,
BIZ_0300,digital_marketing,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,57,true,false,true,244,191,,,,
BIZ_0301,digital_marketing,false,43,moderate,1,false,false,false,true,false,5,false,100,false,false,0,49,false,false,true,761,62,1000,4.6,,
BIZ_0302,digital_marketing,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,62,false,false,true,4774,4098,,,,
BIZ_0303,digital_marketing,false,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,50,false,false,false,0,0,,,,
BIZ_0304,digital_marketing,false,48,moderate,4,true,true,true,true,false,9,false,100,true,true,100,44,false,false,true,1552,1018,,,,
BIZ_0305,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,60,false,true,true,1318,4,140,4.9,,
BIZ_0306,financial_advisors,false,35,moderate,1,true,false,false,false,false,1,false,100,true,true,100,57,false,false,true,382,25,800,4.6,,
BIZ_0307,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,55,false,false,true,96,1,120,4.7,,
BIZ_0308,financial_advisors,false,35,moderate,1,false,false,false,true,false,1,false,100,true,true,100,63,false,false,true,2162,2,170,4.6,,
BIZ_0309,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,54,false,true,true,0,0,120,4.9,,
BIZ_0310,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,55,false,false,true,940,776,260,4.7,,
BIZ_0311,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,55,false,false,true,0,0,100,4.6,,
BIZ_0312,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,2,false,false,false,0,0,130,4.7,,
BIZ_0313,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,58,false,true,true,1491,0,210,4.6,,
BIZ_0314,financial_advisors,false,57,high,5,true,true,true,true,true,28,false,100,false,false,0,53,false,false,false,0,0,620,4.6,,
BIZ_0315,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,14,false,false,true,24,0,80,4.7,,
BIZ_0316,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,37,false,false,true,649,262,220,4.9,,
BIZ_0317,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,52,false,false,true,191,86,240,4.6,,
BIZ_0318,financial_advisors,false,35,moderate,1,false,false,false,true,false,1,false,100,true,true,100,56,true,false,true,2266,1109,240,4.8,,
BIZ_0319,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,16,false,false,true,1377,310,280,4.6,,
BIZ_0320,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,3,false,false,false,0,0,100,4.8,,
BIZ_0321,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,,,,false,0,0,210,4.6,,
BIZ_0322,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,32,true,false,true,320,247,140,4.9,,
BIZ_0323,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,57,false,false,true,279,172,145,4.9,,
BIZ_0324,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,57,false,false,true,403,37,90,4.9,,
BIZ_0325,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,56,false,false,true,6160,1336,320,4.7,,
BIZ_0326,financial_advisors,false,55,high,4,true,true,false,true,true,26,false,100,true,true,100,23,false,false,false,0,0,700,4.8,,
BIZ_0327,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,33,false,true,false,0,0,220,4.6,,
BIZ_0328,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,58,false,true,true,878,604,150,4.7,,
BIZ_0329,financial_advisors,false,46,moderate,4,false,true,true,true,true,11,false,100,true,true,100,65,true,false,true,3502,1517,310,4.8,,
BIZ_0330,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,73,true,true,true,942,305,260,4.8,,
BIZ_0331,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,3,false,false,true,24928,11359,170,4.8,,
BIZ_0332,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,52,false,false,false,0,0,130,4.8,,
BIZ_0333,financial_advisors,false,53,high,5,true,true,true,true,true,21,false,100,true,true,100,50,false,false,true,804,0,500,4.7,,
BIZ_0334,financial_advisors,false,46,moderate,4,true,true,false,true,true,17,false,100,true,false,10,47,false,false,true,25028,0,900,4.5,,
BIZ_0335,financial_advisors,false,21,moderate,1,false,true,false,false,false,3,false,100,false,false,0,50,true,false,true,411,370,240,4.7,,
BIZ_0336,financial_advisors,false,35,moderate,2,false,false,false,true,true,6,false,100,false,false,0,38,false,false,false,0,0,360,4.9,,
BIZ_0337,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,57,false,true,true,1029,253,200,4.8,,
BIZ_0338,financial_advisors,false,45,moderate,2,true,false,false,false,true,10,false,100,true,true,100,47,false,false,true,1582,301,190,4.7,,
BIZ_0339,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,53,false,false,true,0,0,55,4.8,,
BIZ_0340,financial_advisors,false,40,moderate,2,false,false,true,true,false,4,true,45,true,true,100,54,false,false,true,230,138,95,4.7,,
BIZ_0341,financial_advisors,false,40,moderate,2,false,false,true,true,false,4,true,45,true,true,100,54,false,false,true,230,138,95,4.9,,
BIZ_0342,financial_advisors,false,52,high,4,true,true,false,true,true,19,false,100,false,false,0,60,false,false,false,0,0,1200,4.7,,
BIZ_0343,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,54,false,false,true,560,1,120,4.6,,
BIZ_0344,financial_advisors,false,51,high,5,true,true,true,true,true,16,false,100,true,true,100,,,,false,0,0,450,4.7,,
BIZ_0345,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,true,40,true,true,100,56,false,false,true,674,583,290,4.9,,
BIZ_0346,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,60,false,false,true,0,0,125,4.8,,
BIZ_0347,financial_advisors,false,50,moderate,4,true,false,true,true,true,16,false,100,true,true,100,52,false,false,true,120,5,110,4.8,,
BIZ_0348,financial_advisors,false,35,moderate,1,false,false,true,false,false,1,false,100,true,true,100,49,false,false,false,0,0,250,4.7,,
BIZ_0349,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,true,80,true,true,100,69,false,true,true,3006,3,150,4.7,,
BIZ_0350,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,53,false,true,true,0,0,75,4.7,,
BIZ_0351,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,54,false,false,true,273,211,85,4.9,,
BIZ_0352,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,52,false,false,true,33,0,340,4.7,,
BIZ_0353,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,59,true,true,true,13,0,95,4.7,,
BIZ_0354,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,50,false,false,true,265,0,180,4.7,,
BIZ_0355,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,53,false,false,false,0,0,110,4.8,,
BIZ_0356,financial_advisors,false,37,moderate,2,false,true,false,false,true,7,false,100,true,true,100,38,false,false,false,0,0,300,4.9,,
BIZ_0357,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,58,false,true,false,0,0,115,4.6,,
BIZ_0358,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,28,false,false,true,0,0,110,4.9,,
BIZ_0359,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,45,false,true,true,156,0,105,4.8,,
BIZ_0360,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,,,,false,0,0,650,4.7,,
BIZ_0361,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,58,false,false,true,25,1,95,4.6,,
BIZ_0362,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,54,false,false,false,0,0,130,4.8,,
BIZ_0363,financial_advisors,false,41,moderate,2,false,true,false,false,true,6,false,100,true,true,100,64,true,true,true,2555,869,350,4.8,,
BIZ_0364,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,50,false,false,false,0,0,200,4.6,,
BIZ_0365,financial_advisors,false,6,low,1,false,true,false,false,false,0,false,100,true,true,100,67,false,true,true,3841,2261,350,4.8,,
BIZ_0366,financial_advisors,false,47,moderate,5,true,true,true,true,true,13,false,100,true,true,100,51,false,true,false,0,0,400,4.6,,
BIZ_0367,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,56,false,false,true,960,2,260,4.8,,
BIZ_0368,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,55,false,false,true,846,0,280,4.7,,
BIZ_0369,financial_advisors,false,43,moderate,5,true,true,true,true,true,10,false,100,false,false,0,,,,false,0,0,550,4.8,,
BIZ_0370,financial_advisors,false,47,moderate,2,false,false,true,true,false,12,false,100,true,true,100,56,false,false,true,6068,0,110,4.7,,
BIZ_0371,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,60,false,false,false,0,0,160,4.6,,
BIZ_0372,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,52,true,false,false,0,0,280,4.7,,
BIZ_0373,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,,,,false,0,0,420,4.8,,
BIZ_0374,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,64,true,true,false,0,0,750,4.6,,
BIZ_0375,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,25,false,false,true,0,0,70,4.9,,
BIZ_0376,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,55,false,false,false,0,0,100,4.7,,
BIZ_0377,financial_advisors,false,41,moderate,2,true,false,false,true,false,8,false,100,false,false,0,44,false,false,true,1,0,410,4.8,,
BIZ_0378,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,61,false,true,false,0,0,85,4.7,,
BIZ_0379,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,53,false,false,false,0,0,180,4.6,,
BIZ_0380,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,40,false,true,false,0,0,380,4.7,,
BIZ_0381,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,56,false,false,true,151,71,150,4.8,,
BIZ_0382,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,52,false,false,true,467,27,190,4.7,,
BIZ_0383,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,49,false,false,true,0,0,60,4.6,,
BIZ_0384,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,,,,false,0,0,420,4.6,,
BIZ_0385,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,58,false,false,true,1120,672,450,4.8,,
BIZ_0386,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,47,false,false,true,318,0,120,4.8,,
BIZ_0387,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,36,false,false,false,0,0,90,4.8,,
BIZ_0388,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,55,false,false,true,6080,1404,230,4.8,,
BIZ_0389,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,,,,false,0,0,300,4.7,,
BIZ_0390,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,38,false,false,true,14,13,130,4.9,,
BIZ_0391,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,51,false,false,false,0,0,150,4.9,,
BIZ_0392,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,3,false,false,false,0,0,80,4.7,,
BIZ_0393,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,65,true,false,false,0,0,140,4.8,,
BIZ_0394,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,37,false,true,false,0,0,200,4.6,,
BIZ_0395,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,46,false,false,true,432,1,160,4.9,,
BIZ_0396,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,46,false,false,false,0,0,310,4.9,,
BIZ_0397,financial_advisors,false,25,moderate,2,true,false,true,false,false,1,false,100,true,true,100,43,false,false,false,0,0,380,4.8,,
BIZ_0398,financial_advisors,false,64,high,4,true,false,true,true,true,37,false,100,false,false,0,61,false,true,false,0,0,600,4.9,,
BIZ_0399,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,60,false,false,false,0,0,160,4.8,,
BIZ_0400,financial_advisors,false,6,low,1,false,true,false,false,false,0,false,100,true,true,100,61,false,false,true,4371,712,270,4.8,,
BIZ_0401,financial_advisors,false,46,moderate,4,true,true,true,true,false,16,false,100,true,true,100,48,false,false,false,0,0,580,4.5,,
BIZ_0402,financial_advisors,false,11,low,2,false,false,true,true,false,0,false,100,false,false,0,44,false,false,true,99,0,520,4.8,,
BIZ_0403,financial_advisors,false,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,49,false,false,true,0,0,190,4.7,,
BIZ_0404,financial_advisors,false,51,high,3,true,false,true,true,false,26,false,100,true,true,100,60,false,true,true,1498,58,140,4.6,,
BIZ_0405,home_services,true,43,moderate,2,false,true,false,false,true,9,false,100,true,true,100,69,true,true,true,347,1,900,4.8,,
BIZ_0406,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,58,false,false,false,0,0,750,4.7,,
BIZ_0407,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,48,false,true,false,0,0,430,4.7,,
BIZ_0408,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,68,true,true,false,0,0,380,4.5,,
BIZ_0409,home_services,true,42,moderate,2,false,true,false,false,true,9,false,100,true,true,100,59,false,false,true,172,5,450,4.6,,
BIZ_0410,home_services,true,36,moderate,1,true,false,false,false,false,2,false,100,true,true,100,69,true,false,false,0,0,270,4.7,,
BIZ_0411,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,67,false,true,true,0,0,580,4.7,,
BIZ_0412,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,48,false,false,true,1,0,370,4.5,,
BIZ_0413,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,false,false,0,56,false,false,false,0,0,820,4.7,,
BIZ_0414,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,true,false,10,59,false,false,false,0,0,280,4.7,,
BIZ_0415,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,58,false,true,true,15,0,540,4.7,,
BIZ_0416,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,56,true,false,false,0,0,310,4.6,,
BIZ_0417,home_services,true,36,moderate,1,true,false,false,false,false,2,false,100,true,true,100,67,true,false,false,0,0,510,4.6,,
BIZ_0418,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,49,false,false,false,0,0,230,4.8,,
BIZ_0419,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,58,false,false,false,0,0,390,4.5,,
BIZ_0420,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,66,true,true,true,29,6,480,4.7,,
BIZ_0421,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,67,true,false,true,29,6,490,4.5,,
BIZ_0422,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,46,false,false,false,0,0,320,4.6,,
BIZ_0423,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,59,false,false,false,0,0,510,4.9,,
BIZ_0424,home_services,true,35,moderate,1,true,false,false,false,false,1,false,100,true,true,100,66,true,false,false,0,0,220,4.6,,
BIZ_0425,home_services,true,0,invisible,0,false,false,false,false,false,0,false,100,true,true,100,68,true,false,false,0,0,650,4.8,,
